id	NoAdaptersSRR925687_NoPcr__PE	NoAdaptersSRR925688_NoPcr__PE	NoAdaptersSRR925697_NoPcr__PE	NoAdaptersSRR925703_NoPcr__PE	NoAdaptersSRR925714_NoPcr__PE	NoAdaptersSRR925716_NoPcr__PE	NoAdaptersSRR925720_NoPcr__PE	NoAdaptersSRR925721_NoPcr__PE	NoAdaptersSRR925726_NoPcr__PE	NoAdaptersSRR934634_NoPcr__PE	NoAdaptersSRR934636_NoPcr__PE
ENSG00000214223.4	0.00	0.00	2.57	1.02	3.08	0.24	0.16	0.00	0.00	0.00	0.22
ENSG00000214226.7	0.58	0.23	0.74	0.41	0.45	1.05	1.45	0.96	0.68	1.04	2.54
ENSG00000214243.3	0.21	0.24	1.07	4.33	0.00	0.59	0.00	0.33	0.26	0.00	0.00
ENSG00000214253.7	166.80	163.52	82.79	209.13	61.95	208.60	206.65	161.19	125.26	356.35	135.58
ENSG00000214274.8	1.55	8.17	1.59	6.60	0.46	1.46	4.31	8.75	2.06	2.94	7.41
ENSG00000214279.11	1.42	1.85	0.54	1.45	0.20	0.43	0.05	1.22	0.09	0.10	0.20
ENSG00000214293.7	4.54	6.49	9.39	15.76	11.97	10.43	10.97	2.80	24.99	17.62	3.76
ENSG00000214300.7	5.89	6.91	4.56	14.34	6.35	6.26	6.04	5.81	6.61	5.56	4.55
ENSG00000214305.4	0.00	3.68	0.00	11.79	2.74	5.75	0.00	0.00	2.32	0.00	0.00
ENSG00000214309.4	0.99	0.95	0.65	0.80	0.67	7.08	2.33	3.81	2.74	1.61	2.99
ENSG00000214318.3	0.30	2.45	0.00	0.28	0.00	0.00	1.15	1.95	0.00	1.07	0.00
ENSG00000214331.7	4.44	2.51	6.98	8.94	6.88	8.38	2.30	3.71	3.25	2.35	9.07
ENSG00000214338.9	0.25	0.28	0.71	0.09	1.48	0.85	0.04	0.01	0.64	0.00	5.56
ENSG00000214357.7	2.85	20.92	4.11	13.13	4.18	1.16	2.65	0.34	11.03	8.70	7.66
ENSG00000214367.6	4.82	2.70	5.53	3.54	5.11	3.84	3.49	4.37	5.61	6.02	4.43
ENSG00000214401.4	3.49	3.63	0.84	0.59	0.46	0.00	2.18	0.00	0.00	0.00	0.97
ENSG00000214413.6	13.19	5.06	11.50	11.39	10.29	3.90	8.14	5.00	6.47	2.43	3.20
ENSG00000214425.5	1.56	1.97	2.55	4.19	9.13	1.71	2.62	1.41	6.44	0.83	5.35
ENSG00000214429.3	0.00	0.00	0.00	0.00	0.00	1.55	0.00	0.00	3.43	0.00	0.00
ENSG00000214435.6	1.99	0.00	1.89	1.44	7.89	0.00	0.00	1.70	0.00	0.00	0.52
ENSG00000214447.4	2.88	1.46	0.15	1.85	2.04	0.16	0.60	2.85	0.21	0.99	0.72
ENSG00000214455.4	6.90	6.90	17.47	2.16	0.26	2.98	0.31	0.10	2.55	0.00	0.57
ENSG00000214517.7	43.07	38.63	48.91	20.78	54.01	25.51	48.17	48.90	68.35	37.85	80.18
ENSG00000214530.6	94.22	79.07	15.93	15.64	9.63	12.60	15.79	41.63	22.40	11.87	17.24
ENSG00000214535.3	1.01	0.00	2.28	3.13	1.00	0.00	0.87	3.32	0.83	0.00	0.00
ENSG00000214548.13	10.43	0.02	0.00	0.41	0.11	8.11	0.02	0.08	0.17	2.36	11.91
ENSG00000214562.12	1.16	2.74	0.98	1.39	1.94	1.57	0.85	0.87	1.96	3.78	9.84
ENSG00000214575.8	0.00	0.24	0.00	0.10	3.70	1.32	0.00	0.24	0.00	0.42	8.06
ENSG00000214578.5	0.00	0.00	0.00	0.77	2.50	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000214595.10	1.65	1.02	1.26	0.96	0.55	1.60	0.78	1.21	8.49	1.59	3.27
ENSG00000214612.3	0.81	1.57	0.23	0.00	0.00	0.24	1.37	3.02	0.33	0.00	0.00
ENSG00000214617.8	0.68	0.26	0.27	1.60	6.39	0.13	0.17	0.12	0.00	0.21	0.62
ENSG00000214652.5	0.00	0.00	1.30	0.18	0.00	0.00	0.00	0.00	0.00	0.00	1.00
ENSG00000214654.6	3.03	2.32	3.00	3.85	9.83	1.04	1.40	1.76	3.22	2.17	1.16
ENSG00000214655.9	34.59	48.94	51.44	18.39	39.33	74.64	32.06	67.14	26.61	38.76	124.44
ENSG00000214706.9	143.70	48.87	138.33	45.58	67.70	127.62	135.04	111.47	145.95	98.81	113.53
ENSG00000214711.8	0.09	3.61	0.03	0.06	0.00	0.00	0.08	0.07	0.00	0.52	0.03
ENSG00000214717.8	7.60	13.62	12.41	13.93	6.73	7.71	12.54	13.65	5.13	12.69	24.22
ENSG00000214719.10	2.14	2.41	9.78	10.07	5.46	3.35	4.20	5.04	7.12	0.54	4.85
ENSG00000214736.6	143.74	150.31	231.08	213.64	144.91	126.69	272.88	285.65	419.20	337.19	125.98
ENSG00000214753.2	19.52	24.27	23.61	35.54	37.47	29.93	23.61	12.08	21.70	16.02	23.60
ENSG00000214756.6	10.95	14.34	7.44	3.55	14.55	29.52	20.39	13.08	31.91	14.26	19.47
ENSG00000214765.7	5.59	3.45	5.66	7.84	7.96	11.56	4.25	3.27	5.12	9.18	7.28
ENSG00000214770.2	0.19	0.45	0.10	1.24	0.65	0.87	0.09	0.06	0.76	0.62	1.23
ENSG00000214783.8	1.91	4.79	2.02	1.84	2.91	2.77	1.16	1.78	1.89	1.21	7.45
ENSG00000214787.7	0.61	0.17	0.08	0.28	0.06	5.16	0.39	0.07	0.31	1.37	1.56
ENSG00000214796.7	3.02	2.86	2.47	0.00	2.05	0.58	0.34	0.86	3.01	2.46	0.56
ENSG00000214822.7	0.25	6.30	0.00	0.25	0.00	0.07	0.40	5.38	0.00	0.98	0.00
ENSG00000214826.5	6.32	1.18	1.30	5.44	4.17	3.57	3.88	1.45	6.91	1.00	2.33
ENSG00000214827.8	10.48	4.30	10.71	34.18	11.03	3.54	2.07	6.96	5.86	1.43	0.76
ENSG00000214837.7	2.56	3.59	1.33	4.19	5.91	1.18	2.50	1.11	1.31	0.87	4.29
ENSG00000214860.4	0.53	11.41	0.00	0.00	0.00	0.03	0.11	0.27	0.00	0.41	0.05
ENSG00000214867.3	0.00	0.00	1.92	0.19	0.30	0.68	0.00	0.00	0.00	0.00	0.31
ENSG00000214900.7	0.49	0.70	0.00	1.60	0.10	0.29	0.08	0.88	0.50	0.58	0.83
ENSG00000214914.3	0.46	0.00	0.33	0.46	0.18	0.00	0.88	1.10	0.86	1.62	0.00
ENSG00000214922.8	3.51	1.82	0.00	3.13	1.21	0.03	2.31	14.43	0.95	3.33	1.43
ENSG00000214940.7	11.37	7.13	46.32	3.52	0.43	0.15	12.88	6.70	4.62	1.79	2.51
ENSG00000214941.6	13.43	31.70	28.98	11.99	10.83	10.32	22.30	22.60	20.71	21.81	27.49
ENSG00000214944.8	7.72	7.59	6.12	2.60	4.29	8.37	4.96	4.82	21.48	3.23	3.51
ENSG00000214954.7	0.00	0.34	0.18	0.24	1.13	0.68	0.27	0.11	1.08	0.00	0.42
ENSG00000214967.5	9.68	12.67	7.81	9.33	4.25	2.72	14.18	7.75	10.71	4.58	4.69
ENSG00000215012.7	15.74	14.23	15.20	2.31	31.02	26.06	25.82	19.82	11.52	8.09	13.05
ENSG00000215014.4	0.58	0.97	0.47	0.75	0.71	1.48	0.41	0.32	0.32	0.30	0.82
ENSG00000215018.8	0.11	0.22	0.25	0.84	1.02	0.42	0.42	0.35	0.40	0.05	0.06
ENSG00000215021.7	300.72	206.40	174.01	229.20	149.06	140.79	254.95	236.84	269.78	385.91	246.79
ENSG00000215030.5	0.19	0.00	0.00	0.00	0.00	144.84	0.00	0.00	0.00	0.12	0.00
ENSG00000215032.2	0.85	0.14	1.21	0.67	0.39	0.16	0.38	0.30	0.45	0.26	0.75
ENSG00000215039.5	12.05	10.55	0.30	29.46	29.14	10.15	3.28	3.06	6.40	3.68	1.55
ENSG00000215041.8	24.62	13.74	30.54	19.51	17.47	28.98	18.50	12.65	20.22	20.01	52.53
ENSG00000215067.8	4.76	5.70	8.36	14.38	4.64	4.21	2.02	1.40	1.42	2.57	10.94
ENSG00000215068.6	0.26	1.51	0.44	0.32	0.72	0.80	0.34	0.70	0.88	0.19	1.09
ENSG00000215094.3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
ENSG00000215105.4	0.13	0.08	1.48	0.19	4.96	0.08	0.10	0.13	0.04	0.19	0.45
ENSG00000215114.6	5.04	5.71	6.59	6.13	8.23	4.32	11.49	2.26	2.99	3.07	8.14
ENSG00000215126.9	6.99	3.78	5.18	5.32	16.52	4.53	7.31	2.28	2.10	36.36	8.70
ENSG00000215146.4	0.01	0.14	1.17	0.16	2.93	0.07	0.35	0.04	0.62	0.12	0.00
ENSG00000215154.5	2.64	1.56	2.37	2.76	7.39	6.17	1.88	3.96	3.79	7.16	16.53
ENSG00000215156.5	0.00	0.08	0.03	1.50	0.45	3.46	0.12	0.05	0.00	0.20	0.36
ENSG00000215158.8	4.65	3.99	4.37	8.87	3.15	4.18	0.53	2.22	2.96	0.94	0.43
ENSG00000215182.8	0.00	0.00	0.00	0.03	0.00	0.04	0.00	0.05	2.44	0.01	0.01
ENSG00000215183.4	0.00	0.00	0.00	0.00	0.68	0.00	0.00	0.56	1.30	0.00	0.00
ENSG00000215190.7	2.20	4.47	7.80	3.89	4.92	8.43	3.66	5.58	5.83	9.46	27.03
ENSG00000215193.11	13.55	9.74	13.79	11.21	45.38	19.82	12.22	12.41	12.67	11.24	10.08
ENSG00000215199.3	5.66	10.81	3.88	0.59	1.48	2.74	6.93	5.55	5.94	4.08	0.19
ENSG00000215221.2	0.00	0.83	0.90	0.00	0.00	3.32	0.00	0.00	0.00	0.00	0.00
ENSG00000215241.3	4.57	1.27	0.09	7.81	6.47	7.28	0.49	2.86	0.96	1.00	12.17
ENSG00000215251.3	14.32	10.97	15.56	8.19	24.90	7.81	19.13	11.91	15.63	10.11	2.30
ENSG00000215252.10	17.49	20.69	48.76	4.24	21.70	13.92	37.28	30.46	18.93	5.24	27.02
ENSG00000215256.3	12.68	10.62	4.74	11.00	4.36	2.88	8.50	6.52	1.61	7.48	7.95
ENSG00000215267.7	0.00	0.00	0.00	1.94	0.00	0.00	0.73	0.24	0.00	0.52	0.00
ENSG00000215269.5	0.00	0.00	0.00	0.00	0.00	77.22	0.00	0.00	0.00	0.00	0.00
ENSG00000215270.3	0.00	1.27	1.33	3.35	0.42	9.48	1.08	1.33	6.09	0.13	5.61
ENSG00000215271.7	9.71	19.45	4.09	10.24	1.98	1.57	8.35	10.69	0.48	8.83	11.03
ENSG00000215274.5	0.00	0.00	0.00	0.00	0.00	7.12	0.00	0.00	0.00	0.00	0.61
ENSG00000215283.3	0.29	0.17	0.25	0.15	0.35	0.27	0.35	0.44	1.60	0.00	0.00
ENSG00000215301.8	80.08	59.74	104.66	88.20	94.41	52.05	88.07	66.39	76.28	98.18	82.35
ENSG00000215302.7	0.52	0.25	0.30	1.32	0.69	0.15	0.75	0.29	0.48	0.26	0.00
ENSG00000215304.3	0.24	0.00	0.00	0.00	1.43	0.00	0.19	0.00	0.52	0.00	0.22
ENSG00000215305.8	31.69	22.18	13.70	19.33	41.81	18.63	29.73	29.87	13.76	16.13	38.16
ENSG00000215347.3	0.08	0.60	0.00	0.18	1.24	0.87	0.31	0.00	0.21	0.00	0.14
ENSG00000215367.9	0.00	0.00	0.00	0.00	2.18	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000215374.5	0.39	0.28	0.00	0.00	1.30	0.00	0.42	0.43	0.21	0.31	3.15
ENSG00000215375.5	18.76	8.09	15.64	2.64	25.93	1.67	7.93	15.70	6.74	7.71	33.84
ENSG00000215386.9	0.00	0.29	3.77	0.06	5.86	0.00	0.23	0.00	1.02	0.00	5.41
ENSG00000215388.3	0.39	0.30	0.11	0.71	1.04	0.69	0.31	0.00	0.00	0.63	0.65
ENSG00000215417.9	1.75	1.13	1.95	2.61	3.53	0.52	2.85	0.81	1.32	0.00	0.00
ENSG00000215421.8	1.44	1.14	2.05	1.41	3.79	4.23	1.96	2.35	1.53	1.33	2.75
ENSG00000215424.8	2.73	2.83	3.36	7.77	4.74	3.13	1.24	1.77	3.13	1.99	9.78
ENSG00000215440.10	36.24	35.98	16.27	21.22	21.12	9.92	24.13	20.35	18.17	24.77	51.18
ENSG00000215447.6	5.50	2.14	2.62	5.72	15.22	9.04	2.79	2.71	2.36	1.06	35.45
ENSG00000215458.7	1.21	3.26	0.08	0.70	0.15	0.08	0.40	0.61	0.09	0.17	7.77
ENSG00000215472.8	0.88	1.36	0.26	7.49	6.13	0.55	3.24	3.08	1.33	0.00	0.22
ENSG00000215481.7	1.08	1.58	0.00	0.86	1.33	2.61	0.00	0.24	0.79	0.46	0.67
ENSG00000215493.3	0.23	0.46	0.14	0.52	1.08	1.23	0.09	0.00	0.05	0.00	0.26
ENSG00000215498.7	0.00	0.00	0.00	0.06	0.18	1.48	0.00	0.00	0.00	0.00	0.88
ENSG00000215630.6	3.85	1.84	3.49	6.65	3.78	2.81	1.81	2.03	1.58	0.95	5.37
ENSG00000215695.1	1.82	1.21	4.91	3.66	3.03	0.30	1.24	0.52	2.62	0.00	0.00
ENSG00000215712.9	2.25	2.53	4.94	5.98	3.15	3.21	5.41	5.23	3.70	4.42	5.62
ENSG00000215717.5	14.00	13.33	12.42	16.77	48.53	10.31	8.68	14.14	19.96	5.60	4.78
ENSG00000215769.7	2.58	5.32	1.46	1.22	1.28	2.33	2.54	3.88	1.64	2.76	4.08
ENSG00000215784.5	3.53	0.35	2.95	8.87	6.69	1.79	4.96	0.64	5.69	0.91	0.00
ENSG00000215788.8	24.84	29.83	1.09	5.49	2.24	14.05	20.85	7.42	0.68	10.83	53.88
ENSG00000215790.5	3.17	11.60	4.62	1.70	1.52	2.63	3.91	0.86	3.30	1.90	19.91
ENSG00000215808.2	2.66	8.72	0.04	11.74	4.48	0.04	0.00	0.00	4.25	0.71	2.36
ENSG00000215837.7	0.06	0.00	0.00	0.00	0.00	2.63	0.00	0.00	0.00	0.00	0.00
ENSG00000215841.3	2.69	0.00	0.00	4.67	1.33	2.04	0.00	0.00	0.00	0.00	0.00
ENSG00000215845.9	77.35	60.58	41.97	12.08	12.06	0.14	25.21	74.80	0.00	43.44	0.26
ENSG00000215861.5	0.54	2.23	0.32	1.48	0.15	0.39	0.00	2.47	0.20	1.81	1.03
ENSG00000215866.6	0.25	0.12	0.10	0.34	0.30	0.10	0.14	0.43	0.84	1.15	0.13
ENSG00000215883.8	4.75	2.30	6.25	2.47	2.24	4.95	4.12	1.90	8.47	2.83	15.12
ENSG00000215908.6	8.18	8.54	7.92	9.81	3.17	15.73	7.07	3.56	7.87	3.82	19.25
ENSG00000215910.6	0.08	0.87	0.00	0.03	0.18	0.00	0.00	0.00	1.21	1.44	0.00
ENSG00000215915.8	7.17	1.32	0.75	0.55	0.67	5.47	1.68	2.55	1.29	0.78	3.65
ENSG00000216331.1	0.00	0.00	0.00	4.19	10.03	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000216490.3	79.64	45.34	14.38	41.54	7.50	262.63	60.35	70.37	35.43	155.28	15.06
ENSG00000216588.7	0.00	0.97	0.00	0.68	2.28	0.40	0.00	0.11	0.00	0.00	0.38
ENSG00000216676.2	6.11	0.00	19.23	0.00	0.00	6.07	0.00	21.28	0.00	0.00	24.44
ENSG00000216775.2	0.12	0.65	5.00	3.55	3.44	3.81	0.27	0.64	4.53	0.07	1.33
ENSG00000216866.5	0.18	0.00	0.00	0.00	0.00	5.56	0.00	0.00	0.11	0.29	0.58
ENSG00000216895.7	2.95	1.75	15.49	16.45	8.38	9.41	2.75	2.10	5.35	2.44	14.16
ENSG00000216937.10	1.05	0.42	0.53	3.14	0.62	0.26	1.20	0.19	0.83	0.00	0.71
ENSG00000217041.1	0.00	0.00	0.00	1.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000217120.1	0.03	0.23	0.47	2.23	0.78	0.55	0.06	0.00	0.31	0.00	0.34
ENSG00000217128.10	5.95	4.81	6.77	7.72	7.93	5.62	4.20	3.92	6.03	0.87	10.81
ENSG00000217165.1	0.29	0.39	1.14	2.56	1.33	0.61	0.71	0.35	1.10	0.08	0.04
ENSG00000217275.2	0.62	1.45	0.00	3.93	3.42	0.00	0.00	0.97	0.00	0.00	0.35
ENSG00000217325.2	0.00	0.16	1.04	0.19	0.09	0.00	0.00	0.00	0.33	0.91	0.14
ENSG00000217416.4	5.06	0.00	0.00	2.73	14.40	0.00	0.00	0.00	0.98	0.00	0.00
ENSG00000217442.3	0.76	1.09	0.00	0.25	0.00	0.45	0.00	2.82	1.16	0.00	1.56
ENSG00000217555.11	146.63	31.61	153.55	134.73	75.09	78.27	83.49	74.49	199.10	54.43	156.05
ENSG00000217646.1	0.00	0.00	0.00	1.24	1.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000217648.1	0.69	1.77	0.61	0.62	0.75	0.61	0.99	0.38	0.62	0.00	0.11
ENSG00000217716.3	0.00	0.00	0.00	0.00	0.00	0.20	0.00	1.66	0.26	0.00	0.00
ENSG00000217801.8	2.65	1.42	4.13	4.17	7.94	7.38	0.74	4.76	8.00	2.86	5.68
ENSG00000217930.6	68.59	43.47	61.72	31.92	23.94	61.33	87.56	84.92	88.62	80.35	177.13
ENSG00000218052.5	0.02	0.00	0.21	0.04	1.68	0.22	0.00	0.01	1.45	0.00	0.00
ENSG00000218226.1	0.54	0.17	1.60	0.84	3.12	1.53	1.34	2.77	1.75	0.56	1.40
ENSG00000218336.6	10.95	2.81	0.00	8.37	0.00	28.29	4.29	8.25	3.88	3.31	0.00
ENSG00000218358.2	0.41	0.04	0.24	0.91	0.41	0.03	0.17	0.46	1.07	0.23	0.71
ENSG00000218426.5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.92	0.04	0.00	0.00
ENSG00000218472.2	0.00	1.77	0.96	0.00	0.28	0.00	1.99	1.91	0.47	0.00	0.00
ENSG00000218502.3	0.35	0.40	1.49	0.64	0.00	0.00	0.00	0.00	0.00	2.50	0.00
ENSG00000218510.5	12.17	15.94	10.68	21.28	9.71	12.58	6.73	3.23	18.82	2.27	40.83
ENSG00000218537.1	0.74	1.24	0.72	2.19	0.66	3.50	0.06	0.15	0.06	0.59	0.46
ENSG00000218739.8	12.03	20.76	10.91	22.46	18.33	15.88	14.24	14.83	20.88	7.56	6.03
ENSG00000218891.4	8.65	6.10	12.56	2.69	4.46	10.58	4.63	6.29	5.13	4.84	16.51
ENSG00000219102.3	0.75	0.55	1.38	0.07	0.44	0.13	0.33	0.62	1.50	0.00	0.00
ENSG00000219200.9	252.13	320.22	424.03	136.33	100.71	197.97	288.89	452.86	487.67	522.91	374.34
ENSG00000219410.5	1.83	0.00	0.40	0.37	0.28	0.33	0.14	0.52	0.14	0.00	0.00
ENSG00000219451.3	0.00	0.00	0.00	0.53	0.00	2.62	0.00	0.00	0.00	0.00	0.00
ENSG00000219481.9	13.29	10.09	20.30	22.94	17.41	27.63	9.61	6.80	18.04	2.51	32.87
ENSG00000219507.4	0.00	0.23	0.17	1.16	0.00	0.18	0.00	1.23	0.25	0.00	0.00
ENSG00000219529.2	2.93	4.36	1.39	3.49	1.21	2.35	3.25	0.00	0.57	0.00	0.00
ENSG00000219545.8	3.89	5.98	5.80	12.15	6.52	8.11	6.87	5.95	6.54	19.82	20.94
ENSG00000219607.3	0.04	0.22	0.07	0.12	0.02	0.10	0.12	0.15	0.08	1.19	0.04
ENSG00000219626.7	3.59	8.39	2.68	7.29	5.09	3.26	1.76	4.29	2.56	0.24	6.97
ENSG00000219665.7	0.22	0.59	9.63	19.52	10.77	7.00	0.99	5.93	12.14	2.78	12.99
ENSG00000219693.3	0.00	0.00	0.00	0.00	0.00	0.00	1.17	0.00	0.00	0.00	0.00
ENSG00000219747.1	0.00	0.73	0.00	0.59	0.23	0.81	1.20	0.00	0.00	0.00	4.67
ENSG00000219755.1	0.00	0.39	0.38	0.23	0.18	0.10	2.14	0.67	0.00	0.00	0.37
ENSG00000219797.2	0.41	0.74	1.07	0.00	0.49	0.12	0.78	0.33	0.42	0.00	1.34
ENSG00000219814.2	2.32	2.44	0.00	3.05	0.00	0.00	0.00	2.56	0.00	0.00	0.00
ENSG00000219891.2	1.36	1.84	0.07	0.00	0.28	1.23	0.39	0.93	0.00	2.06	2.91
ENSG00000219928.2	0.00	0.00	0.00	0.00	0.00	3.31	0.00	0.00	0.00	0.00	0.00
ENSG00000220161.4	1.88	0.71	2.43	1.07	4.04	1.06	0.21	0.00	0.00	0.00	0.31
ENSG00000220201.6	2.87	0.84	1.72	0.30	0.59	0.86	0.07	0.61	0.00	0.95	6.20
ENSG00000220205.7	20.57	37.34	46.80	37.15	15.19	15.95	17.86	23.58	25.14	13.56	22.07
ENSG00000220305.1	0.00	0.28	0.05	1.38	0.31	0.23	0.00	0.09	0.00	0.00	0.20
ENSG00000220323.3	10.44	3.12	5.63	6.50	6.91	7.22	8.71	4.68	0.47	0.00	19.81
ENSG00000220370.1	0.00	15.80	2.90	5.64	3.83	0.00	0.00	18.95	0.00	0.00	0.00
ENSG00000220412.1	0.18	0.22	0.85	0.29	1.28	0.65	0.44	0.33	0.05	1.20	0.37
ENSG00000220583.1	0.40	0.00	0.67	1.66	0.00	0.00	0.00	0.74	0.00	2.98	2.62
ENSG00000220614.1	0.00	1.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000220785.6	0.36	0.00	2.39	0.08	0.53	0.34	0.37	2.09	2.50	0.00	4.28
ENSG00000220793.5	0.82	2.07	0.00	0.57	1.37	1.15	0.00	0.30	2.20	0.00	0.00
ENSG00000220804.7	0.54	1.28	0.21	5.39	0.99	0.53	1.50	0.38	1.38	3.40	1.15
ENSG00000220842.6	628.91	697.43	674.30	647.10	223.31	216.76	679.52	309.67	486.59	0.00	0.00
ENSG00000220848.4	0.72	1.96	0.82	7.55	2.79	1.29	1.82	0.76	1.19	0.84	2.81
ENSG00000220875.1	0.88	1.02	0.50	0.28	0.44	0.00	1.49	0.47	0.00	0.00	0.97
ENSG00000220920.1	0.00	0.96	1.04	1.47	0.00	0.34	0.00	0.00	0.00	0.00	0.00
ENSG00000221044.2	0.00	0.00	0.00	2.16	0.00	0.00	0.00	114.86	0.00	0.00	0.00
ENSG00000221060.1	0.00	0.00	0.00	9.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221132.1	0.00	0.00	0.00	123.10	68.98	52.40	0.00	0.00	0.00	0.00	0.00
ENSG00000221164.1	0.00	0.00	0.00	9.91	11.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221190.1	0.00	0.00	0.00	22.37	8.80	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221386.1	0.00	0.00	0.00	137.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221406.1	0.00	0.00	0.00	0.00	8.05	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221468.1	0.00	0.00	0.00	10.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221491.2	0.00	0.00	0.00	7.53	16.57	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221496.2	0.00	1.04	1.72	0.17	0.91	0.00	5.14	0.00	0.00	0.00	0.00
ENSG00000221521.1	0.00	0.00	0.00	0.00	47.53	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221533.1	0.00	0.00	0.00	22.37	8.80	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221603.1	0.00	0.00	0.00	22.37	8.80	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221633.2	0.00	0.00	0.00	2.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221639.1	0.00	0.00	0.00	0.00	0.00	10.43	0.00	0.00	0.00	0.00	0.00
ENSG00000221676.1	0.00	0.00	0.00	10.60	23.60	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000221817.8	2.85	3.45	1.69	3.96	3.11	4.07	1.04	5.04	3.65	0.99	1.11
ENSG00000221818.7	0.00	0.00	0.00	0.06	0.00	1.87	0.00	0.00	0.00	0.00	0.06
ENSG00000221819.5	0.00	0.00	0.00	0.78	2.07	0.95	0.00	0.00	0.33	0.00	0.00
ENSG00000221821.3	12.66	16.47	8.24	7.46	1.39	13.42	8.18	15.12	11.62	1.77	2.32
ENSG00000221823.9	16.82	10.20	22.39	22.67	37.87	19.38	19.71	11.62	31.07	8.70	2.93
ENSG00000221829.8	27.97	19.22	42.71	26.04	22.91	28.04	22.83	15.87	58.26	28.63	20.99
ENSG00000221838.8	7.11	10.34	11.88	13.70	8.36	12.05	18.33	12.81	15.00	20.57	17.13
ENSG00000221852.4	0.00	0.00	0.00	0.00	0.00	1.70	0.00	0.45	0.00	0.00	0.00
ENSG00000221866.8	0.30	0.00	0.53	0.33	0.01	1.37	0.00	0.78	0.04	0.00	2.77
ENSG00000221867.7	0.00	0.00	0.27	0.10	0.00	67.02	0.00	0.11	135.19	0.00	19.46
ENSG00000221869.4	15.04	30.45	6.25	1.13	1.40	1.48	30.35	20.87	1.21	40.07	11.89
ENSG00000221874.4	0.00	0.00	0.02	0.00	1.00	0.13	0.00	0.00	0.00	0.00	0.00
ENSG00000221882.2	0.00	0.00	0.00	0.00	6.17	0.13	0.00	0.00	0.00	0.00	0.00
ENSG00000221883.2	0.56	0.74	0.66	1.95	0.77	0.91	0.25	0.44	0.27	0.14	0.65
ENSG00000221886.3	0.79	1.24	1.37	3.11	0.74	1.74	0.76	0.36	1.39	0.14	0.64
ENSG00000221887.5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.49	0.00	0.00
ENSG00000221890.2	2.24	0.16	4.14	8.80	10.47	6.04	0.07	0.52	5.43	0.33	2.02
ENSG00000221909.2	2.96	2.79	2.23	5.38	2.23	1.84	2.63	2.01	3.75	2.72	1.62
ENSG00000221914.7	21.15	23.41	45.48	30.98	28.18	23.14	41.13	30.43	26.85	12.11	8.21
ENSG00000221916.3	1.76	1.68	0.96	0.47	0.64	0.83	1.48	0.84	0.55	0.37	6.09
ENSG00000221923.7	0.00	0.00	8.59	16.57	17.67	1.80	2.39	0.00	0.00	0.73	3.52
ENSG00000221926.10	54.16	153.22	45.53	73.02	52.35	26.36	39.17	115.63	22.25	83.97	50.46
ENSG00000221944.4	1.33	1.75	2.67	8.43	8.51	1.72	0.70	0.68	1.56	0.31	1.17
ENSG00000221946.6	2.76	0.28	0.16	0.20	0.06	0.13	0.00	0.00	0.00	0.00	0.00
ENSG00000221947.6	0.24	0.43	0.15	1.30	1.94	0.18	0.05	0.26	1.08	0.00	0.60
ENSG00000221949.5	0.92	0.48	0.18	0.08	0.15	0.68	0.20	1.10	0.13	1.02	0.87
ENSG00000221955.9	5.61	16.24	1.50	4.53	5.65	18.77	12.79	10.06	1.01	8.42	0.06
ENSG00000221963.5	5.16	2.52	0.90	4.56	4.43	2.89	1.21	3.15	4.00	0.17	0.22
ENSG00000221968.7	102.08	80.40	16.97	24.76	12.68	32.18	79.07	58.76	33.32	38.60	40.63
ENSG00000221978.10	103.57	122.54	123.94	31.58	54.47	98.28	97.41	46.27	56.82	44.68	201.55
ENSG00000221983.6	1609.45	1944.54	1500.41	2116.96	584.97	1297.84	1932.05	2091.13	1698.55	2201.78	2431.80
ENSG00000221986.5	0.40	0.22	0.00	0.00	0.00	0.00	0.85	0.00	0.00	1.36	0.00
ENSG00000221988.11	18.75	14.45	19.91	17.31	12.74	30.75	8.65	14.69	30.23	16.52	20.00
